Title,Instructor,Description,Rating,User_vote,Total_hours,Lecture,Level
Oracle Database Administration Cloud Backup and Recovery,Zulqarnain Hayat,Get the groundwork for Oracle database administration Backup and recovery using RMAN in performing backup and recovery,4.0,60,5.5,54,All Levels
Understand asynchronous programming with  Net and CHash,Timo H    C# Development    Net   DevOps,Master the Thread API  the evolution to TPL with async and await  the use of parallel programming and Thread safety,3.8,61,3.5,50,Intermediate
Architecting Reactive Angular Applications with Redux and NgRx,Packt Publishing,Manage state in Angular to eliminate problems when writing reactive apps by combining the power of Redux  RxJS  and NgRx,4.3,60,6.0,36,Beginner
Introduction to Node js Development,RefactorU LLC,Basics of creating a server using Node  useful framework called Express  server side templates  and deploying on Heroku ,3.7,60,1.0,16,Expert
The Complete Alexa Skill Development Bootcamp 2020,Rudra Jikadra  Three Millennials,Learn to Build your Own Custom Alexa Skill using Alexa Skills Kit  ASK  and Publish them to the Alexa Skill Store ,4.2,60,1.5,16,All Levels
DevOps Catalog  Patterns  And Blueprints,Viktor Farcic  Darin Pope,The DevOps Toolkit Series,4.7,60,13.0,121,All Levels
Build Cross Platform Apps with Xamarin Forms and Azure,Asfend Yar Hamid,Learn Azure Mobile App and Implement Offline Synchronization in Xamarin Forms Application,4.5,60,2.0,32,All Levels
Learn JavaScript  jQuery and Vanilla JavaScript,Windmill Designs,Learn the fundamentals of JavaScript  jQuery and Vanilla JavaScript  3 courses in 1 ,4.4,60,6.5,62,All Levels
Building Apache HBase Applications,Infinite Skills,A practical course that teaches how to build HBase Applications,4.1,60,2.5,38,All Levels
Data Science for Marketing Analytics,Packt Publishing,Achieve your marketing goals with the data analytics power of Python,4.2,60,4.5,45,Beginner
The Complete Apache Ant Bootcamp,Tutorial Drive  Sushma Gopidi,Learn hands on Apache Ant Build tool  familiarize with all concepts and Build your own projects without any hurdle,4.0,60,1.0,16,All Levels
PyTorch  Deep Learning with PyTorch   Masterclass   2 in 1,Packt Publishing,Start your journey with PyTorch to build useful and effective models with the PyTorch Deep Learning framework from scratch,3.8,60,7.5,65,Beginner
Essentials of Docker For  Net Developers,BPB Online   100 Million Books Sold,Step by Step Learning  Containers  Images  Docker File  SQL Server Linux Image  API  Final Project,3.2,60,1.5,23,Intermediate
Java Cryptography Architecture  Secure Password Hashing,Frank Hissen,Learn how to implement secure hashing for Java Web  Backend and Desktop Applications as well as Android Apps,3.9,60,41.0,9,Intermediate
Learn Android App Development and How to Build Apps with AWS,Matrix Tech,Learn the Fundamentals of Android App Development and how to build Android Apps with Amazon Web Services  AWS  ,4.1,60,7.0,46,All Levels
Cosmos DB,SkillBakery Studio,Learn the bit and bones of Cosmos DB,3.8,60,1.5,30,All Levels
Create an awesome blogging website Fast   Step by Step,Baraq Adnan,How to make a wordpress Website practical guide,4.6,60,2.0,17,All Levels
Make your own Netflix clone website 101,Ismail Taibi,share movies Tv series with all Netflix features,3.1,60,2.0,19,All Levels
ORDBMS With PostgreSQL Essential Administration Training,TetraNoodle Team  Manuj Aggarwal,Learn everything about PostgreSQL Architecture  Log Management  Routine Maintenance  Security and System Administration,3.6,60,6.0,25,All Levels
Fundamentals of Data Mining,Tech Lab,Learn the fundamentals of Data Mining and Predictive Analytics,3.3,60,1.5,20,All Levels
Ionic with NodeJS  Build a Full Mobile Business Rating App,Uzochukwu Eddie Odozi,Build A Complete Ionic 4  formerly Ionic 3  Mobile App From Scratch With Node js REST API Backend,4.2,60,18.5,153,All Levels
30days of Code   Django Build a Resume webiste Plus Blog Plus more,selfless programmer,Python Django Complete Course from Zero to Hero   Django projects  Learn Django by Building lots of Applications ,4.0,60,2.5,38,Beginner
NEW Coding for non programmers in Julia,ShaoWei Teo,Learn practical programming quickly,4.0,60,2.0,15,Beginner
Kids Coding   Beginners CSS,John Bura,Learn the life long  worth while and in demand skill of programming  Your kid could be the next Zuckerberg ,4.0,60,1.0,17,All Levels
The complete gRPC course 2020  Golang Plus Java Plus Protobuf ,TECH SCHOOL,16 000 enrolled students   Learn to build efficient production grade APIs for your microservices and mobile applications,4.5,60,6.0,24,All Levels
Ruby on Rails 6  Business Texting App with Stripe System,Roman Granskyy,Integration of Stripe Payment and PSI compliance,4.3,60,4.0,57,Beginner
Android App Development Course Build TDS App Using Firebase,Yazdani Chowdhury,Learn Android Development Build Complete Android App Become Master With Android Firebase Upload Android App To Playstore,3.3,60,2.5,13,All Levels
Create a 3D Game using SceneKit and Swift,Valsamis Elmaliotis,Learn how to use SceneKit framework with Swift 4 to create 3D games,4.4,60,3.5,42,Expert
Python Bootcamp 2020 Complete Python Programming Masterclass,Jitesh Khurkhuriya  Python  Data Science   Machine Learning A Z Team,Learn Python by doing real Python Projects  Complete Python Programming masterclass for beginners and intermediates ,4.6,60,22.0,154,All Levels
Learning Path  Spring  Secure Your Apps with Spring Security,Packt Publishing,Learn Spring Security architecture and design to secure your Java applications,3.9,60,9.5,52,Intermediate
Node js and Hapi js  Building Enterprise Web Apps,Jeff Taylor,Use Node and Hapi to build enterprise web applications that are ready for production  Nodejs  Hapijs  Javascript and more ,3.2,60,3.5,40,Intermediate
MVVM Design Pattern in SwiftUI,Mohammad Azam,Covers consuming JSON  Client Server MVVM architecture  Screen View Pattern,4.5,61,6.0,62,All Levels
Advanced Java Programming Course,Shokal Shah  Zone X,Learn Complete  Java Course,2.1,60,1.0,5,All Levels
Build a website HTML5 CSS3 Beginner Course,Laurence Svekis,Complete Starters Guide to Creating a website form scratch HTML5 CSS3 PHP contact from Responsive Design Templates,4.2,60,2.0,29,Beginner
Learn SOLID principles with CHash,Maruti Makwana,Learn Most Important BASICS before its too late,3.9,60,5.0,24,Intermediate
Mastering Pointers in C,Neil Panchal,Learn to use Pointers Confidently and Correctly ,4.6,60,3.5,18,All Levels
Cyber Security Course  Learn And Understand IDS,Smartech Academy  Inc ,A hands on course exploring Intrusion Detection Systems IDS  for operational and security awareness ,4.2,60,3.0,45,All Levels
JobEasy  Git Crash Course for QA Automation Engineers,Maksim Gusakov  Aliaksandr Khvastovich,Learn how to use Git in under One Hour,4.8,61,1.0,13,Beginner
Hadoop and Big Data for Absolute Beginners,Eduonix Learning Solutions,Learn Hadoop  Big Data  Apache Pig  Hive and HDFS from ground up  Learn real world applications of Big Data,3.5,60,3.5,21,Beginner
Introduction to Oracle Database Backup and Security,Bluelime Learning Solutions,A Practical hands on guide to backing up and restoring Oracle Databases and Implementing security,4.1,60,2.5,23,Beginner
Complete IntelliJ IDEA 2019 course for beginners,Nilton Santos,How to become an expert Intellij IDEA developer,3.8,60,3.5,15,Beginner
Up and Running with NodeJs with Certification,Vivian Aranha,Build an application from scratch including backend and Front end using NodeJs  ExpressJs  SocketIO and MongoDB,4.3,60,2.0,26,All Levels
JavaScript Essentials  Things you must learn as a developer,Enayet Chowdhury,Master JavaScript essential concepts for web development  It is truly the JavaScript for beginners ,4.4,60,5.0,67,Beginner
CHash  Simply Master in Less Than a Day,Thirucumaran N,Innovative easy way of teaching that will enable you to learn and master CHash in ASP NET,3.9,60,5.5,39,All Levels
Laravel 6 CRUD  Creating a Simple User Management App,PencilBox Training  Afjalul Ahsan,In this course you will know about Laravel 6  MVC  routing  migrations and how to make a simple CRUD application ,4.5,59,1.0,9,Beginner
Java Script for Software Testers for Protractor TestComplete,Testing World,JavaScript  Node JS  environment Setup  Write basic to advance scripting  Execute using Node js Get ready for Protractor,3.6,59,3.0,46,All Levels
Backup and Restore Fundamentals in PostgreSQL DB   Level 2,Rajkumar V,Certified PostgreSQL   Postgres   Database Backup and Recovery Professional,3.7,59,2.0,19,Intermediate
Java Programming   How To Get The Oracle SE 7 Certification,Danut Pintica,Java Programming   Become A Java Programmer And How To Get Your Oracle Java SE 7 Programmer Associate Certification ,4.1,59,8.5,79,All Levels
Build a RESTful API with Node js  Express  and PostgreSQL,Bluelime Learning Solutions,Create your own API server running on Node js and hooked  up to an active PostgreSQL database ,3.7,59,2.0,32,Beginner
Introduction to web development with Symfony2,David Morales,Learn to develop a complete application from scratch using Symfony  the most complete PHP framework ,3.9,59,3.5,85,Beginner
Learning Path  Yii 2  Design Applications with PHP,Packt Publishing,Learn to develop Real world web applications and web services with the new features of Yii 2,2.4,59,9.5,120,Beginner
WordPress Plugin Development using Boilerplate,Rao Abid Ali,Learn professional WordPress Plugin development in project based course  Learn how to do it the faster  smarter  easier ,4.1,59,12.5,101,All Levels
java programming   From Beginner To Advance from scratch ,Delcio Tchinanamata,Win a Python course for free by subscribing on this course today ,4.3,59,3.0,11,Beginner
OK  Umbraco,Anthony Shorrock,Create a full website using Umbraco CMS   the journey from paper to published,4.8,59,16.0,109,Intermediate
Learn ASP Net Web API 2 for Absolute Beginner,Nilay Mehta  Tutorials Team,This course will give you a low level understanding of ASP Net web API 2 and how to implement it in RESTful manner ,3.5,59,3.5,29,All Levels
Artificial Neural Networks   Theory and Hands On  ,Academy of Computing   Artificial Intelligence, Beginners Guide  Developing Artificial Neural Networks from Scratch and with a Framework,4.2,59,2.0,15,All Levels
Ruby On Rails for Beginners,Stone River eLearning,Get started with Ruby on Rails in a Flash,4.6,59,5.0,40,Beginner
Hands   On Reinforcement Learning with Python,Packt Publishing,A practical tour of prediction and control in Reinforcement Learning using OpenAI Gym  Python  and TensorFlow,3.9,59,4.5,32,Intermediate
Mastering Siri Shortcuts in iOS,Mohammad Azam,Streamline the things you do often with shortcuts,3.9,59,3.0,39,Intermediate
Learn Python Basics,Dr  Dheeraj Mehrotra,Towards Excellence In Programming in Python,2.4,59,1.0,12,Beginner
Hands   On Reinforcement Learning with Python,Packt Publishing,A practical tour of prediction and control in Reinforcement Learning using OpenAI Gym  Python  and TensorFlow,3.9,59,4.5,32,Intermediate
Building Web Applications with Spring MVC,Packt Publishing,Build dynamic and powerful server side web applications in Java using Spring MVC,4.4,59,3.0,28,All Levels
Zoho Creator  Learn How to Build Applications step by step,Zenith Business School,Learn how to Build Web Applications for your Business in days not in months from world s most experienced engineers,2.4,59,8.0,65,All Levels
Machine Learning Masterclass  From Beginner to Advanced,Mammoth Interactive  John Bura,A collaboration between 8 instructors  Jump into Python  TensorFlow  PyCharm  API and CIFAR 10 for mobile developmement ,4.0,59,79.5,534,All Levels
Master OpenAPI and the Swagger Framework,Vaga Notes,2000Plus Students  Master everything you need to know about Open API and Swagger Tools,3.2,59,2.5,52,All Levels
Postman API Testing 2020   Step by Step for Beginners,Raghav Pal,With real world examples and complete Hands On   API Basics and REST API Creation   Bonus Crash Course,4.5,60,7.0,41,All Levels
Web Development Basics  Learn HTML  CSS and Javascript,Vishal Saxena,Best course to learn HTML  CSS and Javascript,3.7,59,8.5,16,Beginner
Designing and Deploying VMware Horizon View 7,Packt Publishing,Leverage the true power of VMware Horizon 7 to deploy your virtual desktop infrastructure,4.3,59,9.0,71,Intermediate
The Ultimate CSS   Best Practise on Animations and Effects,B Praveen Kumar,Brush up your CSS skills and dive in even deeper  EVERY web developer has to know CSS ,4.6,59,2.5,27,All Levels
Hands On Mobile Development with Kivy  Create A Task Manager,Samuel Mthembo,start making android apps with python today,3.2,59,9.0,61,Beginner
Wix 2021   The complete guide of creating Website Beginners,Amar Tripathi,Learn to create Amazing looking Website   Easily with WIX    Easy course to learn Wix   Ultimate guide of Web Design,4.3,59,2.5,37,All Levels
The Full Stack Developer Bootcamp,Code Base Academy,Full Stack JavaScript Web Development From Scratch ,3.8,59,9.0,75,All Levels
ASP NET Web API from Basic to Advanced,Sandeep Soni,Build RESTful Web Service with ASP NET Web API from the ground up,3.7,59,4.0,9,Beginner
Learn Fundamentals Of Node js Programming,Istiak Ahamed Sishir  Sobuj Mahbub,Learn and understand node js programming from scratch with hands on examples ,2.4,60,1.0,10,All Levels
Deep Dive into Functional JavaScript,Packt Publishing,A practical guide to mastering functional programming in ES6 from the perspective of building real world applications ,3.8,59,3.0,22,Intermediate
Mastering Kotlin for Absolute Beginners,Muhammad Ali Yasin,Take your first step towards mastering Kotlin  and learn kotlin from scratch,4.4,59,2.0,35,Beginner
