Instructor,User_vote,Total_hours,Lecture,Level,Rating
Daniel Orchard,68,10.5,40,Beginner,4.1
Eincode by Filip Jerga  Filip Jerga,68,24.5,119,All Levels,4.2
The Click Reader  Merishna Singh Suwal,68,2.0,32,All Levels,4.6
Qasim Shah  Syed Raza,68,5.5,46,Beginner,3.8
EDU CBA,68,30.0,223,All Levels,3.0
Michael Cesino,68,5.5,28,Beginner,3.9
Girish D,68,1.5,22,All Levels,4.3
Suresh Kumar Srivastava,68,5.5,75,Intermediate,3.7
Sultana Iulian,68,5.5,84,All Levels,4.3
3dmotive LLC,68,7.0,85,Beginner,3.6
QAEversity  ,68,5.5,28,All Levels,3.3
Packt Publishing,68,7.0,64,Beginner,4.5
Miroslav Budilin,68,4.0,17,Intermediate,3.3
Eduonix Learning Solutions  Eduonix Tech    Eduonix Support,68,6.5,29,All Levels,3.9
Brandon Donnelson,68,3.0,19,Beginner,3.6
Asfend Yar Hamid,68,1.5,26,All Levels,3.8
Gary Cowan,69,2.0,26,Beginner,4.0
David Kababyan,68,26.0,167,All Levels,4.8
Mo ath AbuTo amah,68,4.5,27,Intermediate,2.9
Packt Publishing,67,11.5,85,Intermediate,4.3
Eldan Elias,67,3.0,34,All Levels,4.4
Mohammed Rashwan,67,35.0,6,Beginner,3.7
Startup Saturdays,67,4.0,10,Beginner,3.7
A to Z Mentors,67,7.0,60,All Levels,4.7
Md  A  Barik,67,8.0,60,All Levels,3.8
Charlie Craine,67,4.5,46,All Levels,3.8
Bhalchandra Gholkar  Daryl Newell,67,1.0,19,Beginner,4.4
Rob Cubbon  Chris Varnom,67,2.5,35,All Levels,4.5
Simon Sez IT,67,4.5,31,Beginner,4.1
TELCOMA Global 68 000  Students ,67,11.0,67,All Levels,3.8
Shepherd Mahupa,67,3.0,59,All Levels,3.7
Uplatz Training,67,24.0,30,All Levels,4.1
Kelvin M,67,2.5,29,Beginner,4.4
Ali Mehdy,67,4.0,60,All Levels,3.8
Eduonix Learning Solutions  Eduonix Tech  ,67,4.0,37,All Levels,4.6
Testing World,67,3.0,18,All Levels,3.8
Naveen Kumar A,67,1.0,10,Beginner,3.8
Bluelime Learning Solutions,67,2.5,29,Beginner,4.0
Broskis Games,67,2.0,21,Beginner,4.4
Bluelime Learning Solutions,67,4.0,38,Beginner,3.8
Erin Z ,67,7.0,53,All Levels,4.7
Emre Yilmaz   AWS Certified Solutions Architect   Professional   DevOps Eng ,67,6.5,50,All Levels,4.6
Gregory John  Buildcamp Inc,67,4.0,24,Beginner,4.9
Nicolas Scheel,67,1.5,25,All Levels,4.6
Framework Television Inc   Spencer Reynolds,67,1.0,9,Beginner,4.5
Eduonix Learning Solutions  Eduonix Tech  ,67,4.0,20,Beginner,3.1
Anand Mahajan,68,14.0,160,Beginner,4.5
Daniel Stern,67,2.5,14,Beginner,4.4
Tim Buchalka s Learn Programming Academy  Abul Hossain,67,18.0,144,All Levels,4.4
Abhilash Nelson,67,6.5,63,All Levels,4.0
Andy Swinford,67,1.5,24,All Levels,4.3
Skip Wilson,67,3.0,55,Beginner,4.2
Packt Publishing,67,2.5,29,All Levels,4.0
MleTech Academy  LLC ,67,2.0,27,All Levels,4.2
Osama Al Masalemah,67,1.5,16,Beginner,3.2
RapidDev Pro,67,3.5,34,All Levels,4.1
Harish Pagunta,67,4.0,33,Beginner,4.3
John Elder,67,8.0,106,Beginner,4.5
Bernie P ,67,1.5,24,All Levels,3.9
Mohammed Khan,67,5.0,28,All Levels,4.1
Python School,67,24.0,152,Intermediate,4.4
Engineering Mentor  Pratibha B ,66,3.5,34,All Levels,4.0
Kumaresan Ramanathan,66,4.0,35,Intermediate,4.6
Packt Publishing,66,8.0,65,Expert,4.2
Tim Buchalka s Learn Programming Academy  Seyedali Mirjalili,66,10.5,25,Intermediate,4.5
Abhay Redkar,66,2.5,36,Beginner,3.5
Testing World,67,7.5,81,All Levels,4.7
John Bura  Mammoth Interactive,66,23.5,268,Beginner,4.4
Kevin Wolstenholme   aka RisingHigh Academy  ,66,12.5,18,All Levels,4.2
Nader Hantash,66,2.5,36,All Levels,2.6
Awais Jamil,66,25.5,196,Beginner,3.4
Mike Nuttall,66,2.0,20,Beginner,4.1
Scott Duffy    460 000  Students  Software Architect ca  Maged M  Koshty,66,4.5,42,All Levels,4.2
TetraNoodle Team  Manuj Aggarwal,67,3.0,49,All Levels,3.7
Gurpreet Singh Matharoo,66,1.5,30,Beginner,4.4
Abode QA,66,2.5,22,All Levels,2.9
Vishal Saxena,66,5.0,35,Beginner,3.6
Daniel McCarthy,66,2.5,15,Intermediate,4.1
Stone River eLearning,66,8.5,95,All Levels,3.9
Serkan B y ktop u,68,2.5,17,Expert,4.2
Abdul Rehman,66,6.0,52,All Levels,3.6
Arash Ahadzadeh,66,5.0,96,Beginner,4.0
Valentin Despa,66,1.5,23,Intermediate,4.6
Umair Khan,66,40.0,239,All Levels,3.4
Valentin Despa,66,1.5,23,Intermediate,4.6
Jallal Elhazzat,66,1.0,16,Beginner,3.8
Umair Khan,66,40.0,239,All Levels,3.4
Zac Johnson,66,2.5,17,Beginner,4.6
Vaga Notes,66,2.0,27,Beginner,2.5
Laurence Svekis,66,2.5,34,Beginner,4.4
Senol Atac,66,5.5,77,All Levels,4.0
Eduonix Learning Solutions,66,4.0,30,Intermediate,4.3
Pete Jepson,66,15.0,131,All Levels,4.4
Tim Buchalka s Learn Programming Academy  Stephen Chesnowitz,66,16.0,117,Beginner,3.6
Artemakis Artemiou,66,3.0,36,All Levels,4.1
Msaint Ltd ,65,7.5,48,Beginner,4.3
Packt Publishing,65,5.5,63,Beginner,4.4
Arun Ammasai,65,11.0,108,All Levels,4.4
Laurence Svekis,65,1.5,21,Beginner,4.9
Mihai Catalin Teodosiu  EpicPython Academy,65,41.0,19,All Levels,4.5
Sandeep Thakur,65,17.0,154,Beginner,4.4
Packt Publishing,65,2.5,13,Expert,3.8
Eduonix Learning Solutions  Eduonix Tech  ,65,7.5,34,All Levels,4.1
Sisoft Learning,65,17.5,102,All Levels,4.2
Abdul Motin,65,38.0,5,Beginner,2.9
Max Kaplan,65,2.0,20,Intermediate,4.1
Ray Smith,65,1.5,7,Intermediate,4.9
Packt Publishing,65,4.0,56,Intermediate,4.2
Shahidul Islam,65,38.0,6,All Levels,2.4
TELCOMA Global 68 000  Students ,65,4.0,19,All Levels,3.6
Statinfer Solutions,65,5.5,66,Beginner,4.6
Rajesh Venkat,65,31.0,8,Beginner,3.9
Luke s Programming School,65,1.5,16,All Levels,3.8
University of Geeks,65,3.5,57,Beginner,4.1
Rajkumar V,65,1.5,42,All Levels,4.0
Lets Kode It,65,11.0,83,All Levels,4.2
Django Ninjas,65,7.0,62,Beginner,4.7
Esther Peters,65,7.5,46,All Levels,4.8
SimpliCode Point,65,2.5,19,All Levels,2.7
Bassam Almogahed,65,5.0,61,Intermediate,4.0
School of Leadership,65,43.0,9,Beginner,4.6
Evans Boateng Owusu,65,2.0,16,Beginner,4.3
Laurence Svekis,65,2.0,22,Beginner,3.7
Brett Abamonte,65,6.0,29,Intermediate,3.8
Amir J,65,2.5,21,Beginner,4.1
Uditha Sampath Bandara,65,1.0,7,Beginner,3.0
Shibaji Paul,65,23.5,143,All Levels,4.2
Dinesh Krishnan,65,2.0,34,All Levels,3.5
Jacinto Wong,65,4.5,55,All Levels,4.3
Harshit Srivastava,65,2.0,15,All Levels,4.3
Gaurav K,65,4.0,75,All Levels,4.0
Raghu Alapati,65,6.5,25,All Levels,3.8
Antoni Skup,65,12.5,47,All Levels,4.3
Austin Chauncey,65,1.0,28,Beginner,3.9
M  Hendra,65,6.5,38,All Levels,4.6
Armin Sarajlic,65,1.5,10,Beginner,4.4
JobboJ Courses,65,4.0,25,All Levels,3.4
Alex Horea,65,4.0,43,All Levels,4.5
Yehuda Oren Cohen,65,1.5,12,Beginner,4.3
Ihtesham Hussain,65,5.5,34,Beginner,4.1
Eric Chou,65,52.5,256,Intermediate,4.7
Jineesh Thankarajan,65,3.5,24,All Levels,4.3
Vijay Gadhave,64,14.5,106,All Levels,4.7
Sandeep Soni,64,6.0,15,Beginner,4.0
DIGIFLAX ONLINE,64,1.5,20,All Levels,4.0
Huw Collingbourne,64,3.0,19,All Levels,3.7
Infinite Skills,64,3.5,41,All Levels,4.4
Kazi Ariyan,64,6.5,57,All Levels,4.4
Gary Kind,64,1.0,11,All Levels,4.2
easy Learning  Kazi Ariyan,64,18.5,113,All Levels,3.9
RapidDev Pro,64,4.5,44,All Levels,4.9
Jos  Augusto Thomas,64,4.5,31,Intermediate,3.8
Sergey Shtyrlov,64,5.0,41,Beginner,4.1
ClayDesk E learning  Syed Raza  Qasim Shah  Syed Ali,64,1.5,17,All Levels,4.3
Alexander Oni,64,18.0,194,All Levels,4.8
Jordan Hudgens,64,3.0,26,All Levels,4.0
JuanD MeGon  ProgramarYa By JuanDMeGon,64,5.5,67,All Levels,4.5
John Harper,64,6.5,52,Beginner,3.8
Taurius Litvinavicius,64,2.5,16,Beginner,4.4
StudyEasy Organisation  Chaand Sheikh,64,10.5,88,Beginner,4.1
Eduonix Learning Solutions  Eduonix Tech  ,64,5.0,33,Intermediate,4.4
Volkan At  ,64,28.0,175,All Levels,4.1
Packt Publishing,64,2.5,20,Intermediate,3.8
Ankit Mistry  Data Science   Machine Learning Academy,64,4.5,53,Intermediate,4.1
Andreas Metz,64,4.5,24,Beginner,4.7
A O,64,20.5,173,Beginner,4.4
Vivek Vengala,64,16.5,170,All Levels,4.0
SkillBakery Studio,64,2.0,35,All Levels,3.6
AkaSkills  35 000  Students,64,5.5,24,All Levels,4.4
Pronoy Kumar  Sabrin Siraje,64,1.0,5,Beginner,3.5
Sachin Kafle,64,41.5,122,Beginner,4.0
Sobhan N ,64,1.0,36,All Levels,2.6
Packt Publishing,64,5.0,32,Beginner,4.2
Bluelime Learning Solutions,64,17.0,163,Beginner,4.2
Jorge Escobar,65,2.5,40,Beginner,4.0
Haris Samingan,63,6.0,83,Beginner,4.4
Trevoir Williams,64,12.0,42,All Levels,4.8
Loony Corn,63,2.5,13,All Levels,4.1
Packt Publishing,63,4.5,35,Beginner,4.0
Analytics Leap  Animesh Jaipurkar,63,5.0,69,Intermediate,4.5
Packt Publishing,63,4.0,36,Intermediate,3.9
HasThemes Academy,63,2.0,26,Beginner,4.7
Pronoy Kumar  MD  Hasanur Rahaman Hasib,63,37.0,7,All Levels,3.7
Gametutor    ,63,2.0,11,Intermediate,4.2
XEO Learning,63,2.5,32,All Levels,3.7
Mohammad El Haj,63,1.0,16,Intermediate,3.9
Embedded Insider,64,3.5,51,Intermediate,4.2
Packt Publishing,63,10.0,65,Intermediate,3.5
Amr Swalha,63,3.0,25,Beginner,3.5
Pranjal Srivastava,63,3.5,30,All Levels,3.0
Eduonix Learning Solutions,63,5.5,42,Intermediate,3.4
Packt Publishing,63,7.0,57,Expert,3.8
Brian Kremer,63,2.0,18,Beginner,4.4
Shaheer Tahir,63,39.0,6,Beginner,3.8
David Armend riz,63,2.0,23,All Levels,4.8
Matthew Cameron,63,6.0,64,Beginner,4.3
H ritier Nkele Nkele,63,13.5,85,Beginner,3.7
Abhilash Nelson,64,4.0,42,All Levels,4.5
Marufa Yasmin,63,42.0,7,All Levels,3.6
Alfa e Learning,63,2.5,18,Beginner,3.9
Fulvio Massini,63,9.0,71,All Levels,4.4
Spring Batch,64,5.0,54,All Levels,4.7
Aditya Arakeri,63,1.0,35,Beginner,3.7
Laurence Svekis,63,2.0,22,Beginner,4.3
Parker S ,63,2.5,27,Beginner,4.6
Bluelime Learning Solutions,64,3.0,39,Beginner,4.2
Gurpreet Singh,63,1.0,14,All Levels,5.0
JuanD MeGon  ProgramarYa By JuanDMeGon,63,5.0,49,Intermediate,4.8
John Bura,63,28.0,287,Beginner,4.5
Ilya Eremenko,62,4.5,25,Beginner,4.0
Syed Ali  Syed Raza  ClayDesk E learning  Qasim Shah,62,3.0,33,All Levels,4.0
Gametutor    ,62,2.0,11,Beginner,4.0
David Kababyan,62,10.0,74,Intermediate,5.0
Vikas Munjal,62,6.5,32,Intermediate,4.4
Preeti Semwal,62,2.5,26,All Levels,4.6
shubham panchal,63,6.5,58,All Levels,3.8
Infinite Skills,62,6.5,82,All Levels,4.7
Tim Gro mann  Andreas Hauber  Jonas Roth,62,4.5,57,Intermediate,4.6
Jan K nig,62,1.5,25,Beginner,4.3
Web University by Harsha Vardhan,62,4.0,27,Beginner,4.2
Saad Qureshi,62,5.5,25,Beginner,4.4
Laurence Svekis,62,1.5,13,Beginner,4.1
Frank Anemaet,62,1.0,37,Beginner,4.7
Satish Venkatesh,62,2.0,40,All Levels,3.5
Daniel McCarthy,62,5.0,17,Intermediate,4.5
Edwin Diaz,62,1.5,14,All Levels,4.3
Bernhard Wenzel,62,2.5,52,Beginner,4.4
Abdirizak Hersi,62,6.5,54,Beginner,3.7
Luke s Programming School,62,5.0,44,All Levels,4.6
Coding Cafe,62,17.0,71,All Levels,4.6
Pranjal Srivastava,62,2.0,16,All Levels,3.4
Rajiv Khattar  Swati Khattar,62,5.5,74,Beginner,4.6
Sunny Valley Studio,62,26.0,165,Intermediate,4.3
Karthik KK,62,5.5,37,All Levels,4.2
Insculpt Technologies,62,1.0,26,Intermediate,3.1
Packt Publishing,62,14.5,135,Intermediate,3.8
Alex Nagy,62,1.0,12,All Levels,3.8
Packt Publishing,62,6.5,34,Beginner,3.8
Bluelime Learning Solutions,62,2.5,29,Beginner,3.2
EDU CBA,62,21.0,150,All Levels,2.7
Vimal Vachhani,63,1.5,16,Beginner,4.1
Vimal Vachhani,63,1.5,16,Beginner,4.1
Tim Gro mann  Felix Breuer,63,4.5,43,Beginner,3.7
Devslopes by Mark Wahlbeck,62,5.0,24,Intermediate,4.5
Jun Bien Law,62,8.5,59,All Levels,4.2
John Elder,62,3.0,37,Beginner,4.5
Sunil Kumar Gupta,62,12.0,127,All Levels,3.7
VICONIC Development,61,5.0,41,All Levels,4.7
Asfend Yar Hamid,61,4.5,88,All Levels,4.8
Bluelime Learning Solutions,61,9.5,88,Beginner,4.3
Analytics Leap  Ken Yul Lee,61,4.5,44,All Levels,3.7
Istiak Ahamed Sishir,61,40.0,5,All Levels,2.6
QScutter Tutorials,61,5.5,52,All Levels,3.2
EDUmobile Academy,61,40.0,7,All Levels,3.7
react school  ,61,2.5,29,Intermediate,3.8
EDU CBA,61,3.5,24,Intermediate,3.4
Oak Academy,61,7.0,110,Beginner,3.9
Enad Al Qudah,61,3.0,20,Expert,3.0
Mustafa Alawi,61,4.5,41,Intermediate,3.4
Badran Yahyaoui,61,1.5,25,Beginner,3.8
Maya Bielik,61,2.0,39,All Levels,4.5
Vinay Phadnis,62,7.0,59,All Levels,4.2
Packt Publishing,61,5.5,62,Beginner,4.0
Eduonix Learning Solutions,61,7.5,104,Intermediate,3.6
Gopal Prasad Malakar,61,4.0,49,All Levels,3.8
Nilay Mehta  Tutorials Team,61,3.0,28,All Levels,3.6
DoEdu IT Educations,61,6.0,82,Beginner,4.3
Packt Publishing,61,2.0,18,Intermediate,4.2
Programming Tut,61,1.5,16,Beginner,4.3
Laurence Svekis,61,1.5,19,Beginner,4.0
Azat Mardan,61,3.5,24,All Levels,4.1
Infinite Skills,61,3.0,52,All Levels,3.6
Hemn Barzan Abdalla,61,4.5,26,All Levels,3.8
Alex Polymath,61,32.0,17,Beginner,3.8
Denis Volkhonskiy,61,2.0,29,Intermediate,3.9
Oak Academy,61,13.0,109,All Levels,4.6
Tech Academy,61,4.5,48,Beginner,4.4
Usman Raoof  Fahad Chaudhry,61,3.0,25,All Levels,4.5
Haider Malik,61,2.0,28,Intermediate,3.1
Dr  Aamer Yahia,61,4.0,32,Intermediate,4.8
Harshit Agrawal,61,4.5,46,All Levels,3.8
Amir Mewlani Rad,61,8.0,70,All Levels,4.3
Lutfor Rahman,61,2.5,51,All Levels,4.3
Travis Rodgers,61,7.5,32,Beginner,4.3
Inflame Tech,61,7.5,48,All Levels,3.6
Bluelime Learning Solutions,61,3.5,47,Intermediate,4.1
Pranjal Srivastava  Harshit Srivastava,61,18.0,167,All Levels,4.2
Terry Ogbemudia Osayawe,61,8.5,65,Beginner,4.3
Laurence Svekis,60,1.5,22,Beginner,4.5
Laurence Svekis,60,1.5,22,Beginner,4.5
Matt Speake  Java Easily,60,2.5,33,All Levels,4.0
Mohammad Azam,60,8.5,73,All Levels,4.3
Pranjal Srivastava,60,5.0,22,All Levels,3.3
Eduonix Learning Solutions,60,2.5,26,Intermediate,4.1
Johnathan Lightfoot,60,2.5,24,Beginner,4.2
Zulqarnain Hayat,60,5.5,54,All Levels,4.0
Timo H    C# Development    Net   DevOps,61,3.5,50,Intermediate,3.8
Packt Publishing,60,6.0,36,Beginner,4.3
RefactorU LLC,60,1.0,16,Expert,3.7
Rudra Jikadra  Three Millennials,60,1.5,16,All Levels,4.2
Viktor Farcic  Darin Pope,60,13.0,121,All Levels,4.7
Asfend Yar Hamid,60,2.0,32,All Levels,4.5
Windmill Designs,60,6.5,62,All Levels,4.4
Infinite Skills,60,2.5,38,All Levels,4.1
Packt Publishing,60,4.5,45,Beginner,4.2
Tutorial Drive  Sushma Gopidi,60,1.0,16,All Levels,4.0
Packt Publishing,60,7.5,65,Beginner,3.8
BPB Online   100 Million Books Sold,60,1.5,23,Intermediate,3.2
Frank Hissen,60,41.0,9,Intermediate,3.9
Matrix Tech,60,7.0,46,All Levels,4.1
SkillBakery Studio,60,1.5,30,All Levels,3.8
Baraq Adnan,60,2.0,17,All Levels,4.6
Ismail Taibi,60,2.0,19,All Levels,3.1
TetraNoodle Team  Manuj Aggarwal,60,6.0,25,All Levels,3.6
Tech Lab,60,1.5,20,All Levels,3.3
Uzochukwu Eddie Odozi,60,18.5,153,All Levels,4.2
selfless programmer,60,2.5,38,Beginner,4.0
ShaoWei Teo,60,2.0,15,Beginner,4.0
John Bura,60,1.0,17,All Levels,4.0
TECH SCHOOL,60,6.0,24,All Levels,4.5
Roman Granskyy,60,4.0,57,Beginner,4.3
Yazdani Chowdhury,60,2.5,13,All Levels,3.3
Valsamis Elmaliotis,60,3.5,42,Expert,4.4
Jitesh Khurkhuriya  Python  Data Science   Machine Learning A Z Team,60,22.0,154,All Levels,4.6
Packt Publishing,60,9.5,52,Intermediate,3.9
Jeff Taylor,60,3.5,40,Intermediate,3.2
Mohammad Azam,61,6.0,62,All Levels,4.5
Shokal Shah  Zone X,60,1.0,5,All Levels,2.1
Laurence Svekis,60,2.0,29,Beginner,4.2
Maruti Makwana,60,5.0,24,Intermediate,3.9
Neil Panchal,60,3.5,18,All Levels,4.6
Smartech Academy  Inc ,60,3.0,45,All Levels,4.2
Maksim Gusakov  Aliaksandr Khvastovich,61,1.0,13,Beginner,4.8
Eduonix Learning Solutions,60,3.5,21,Beginner,3.5
Bluelime Learning Solutions,60,2.5,23,Beginner,4.1
Nilton Santos,60,3.5,15,Beginner,3.8
Vivian Aranha,60,2.0,26,All Levels,4.3
Enayet Chowdhury,60,5.0,67,Beginner,4.4
Thirucumaran N,60,5.5,39,All Levels,3.9
PencilBox Training  Afjalul Ahsan,59,1.0,9,Beginner,4.5
Testing World,59,3.0,46,All Levels,3.6
Rajkumar V,59,2.0,19,Intermediate,3.7
Danut Pintica,59,8.5,79,All Levels,4.1
Bluelime Learning Solutions,59,2.0,32,Beginner,3.7
David Morales,59,3.5,85,Beginner,3.9
Packt Publishing,59,9.5,120,Beginner,2.4
Rao Abid Ali,59,12.5,101,All Levels,4.1
Delcio Tchinanamata,59,3.0,11,Beginner,4.3
Anthony Shorrock,59,16.0,109,Intermediate,4.8
Nilay Mehta  Tutorials Team,59,3.5,29,All Levels,3.5
Academy of Computing   Artificial Intelligence,59,2.0,15,All Levels,4.2
Stone River eLearning,59,5.0,40,Beginner,4.6
Packt Publishing,59,4.5,32,Intermediate,3.9
Mohammad Azam,59,3.0,39,Intermediate,3.9
Dr  Dheeraj Mehrotra,59,1.0,12,Beginner,2.4
Packt Publishing,59,4.5,32,Intermediate,3.9
Packt Publishing,59,3.0,28,All Levels,4.4
Zenith Business School,59,8.0,65,All Levels,2.4
Mammoth Interactive  John Bura,59,79.5,534,All Levels,4.0
Vaga Notes,59,2.5,52,All Levels,3.2
Raghav Pal,60,7.0,41,All Levels,4.5
Vishal Saxena,59,8.5,16,Beginner,3.7
Packt Publishing,59,9.0,71,Intermediate,4.3
B Praveen Kumar,59,2.5,27,All Levels,4.6
Samuel Mthembo,59,9.0,61,Beginner,3.2
Amar Tripathi,59,2.5,37,All Levels,4.3
Code Base Academy,59,9.0,75,All Levels,3.8
Sandeep Soni,59,4.0,9,Beginner,3.7
Istiak Ahamed Sishir  Sobuj Mahbub,60,1.0,10,All Levels,2.4
Packt Publishing,59,3.0,22,Intermediate,3.8
Muhammad Ali Yasin,59,2.0,35,Beginner,4.4
Ryan Dhungel,60,6.0,49,All Levels,4.7
Rihab Seb,59,1.0,14,All Levels,4.3
Farda Karimov,59,5.0,70,All Levels,4.3
Dinesh Tavasalkar,62,5.0,46,Intermediate,4.6
Yogesh Patel,59,2.5,22,All Levels,3.8
Eric Wallen,59,5.5,23,Intermediate,4.4
AkaSkills  35 000  Students,59,3.5,96,All Levels,3.3
Najib Mozahem,59,7.0,89,Beginner,4.4
Preethi Dovala,59,26.5,71,All Levels,4.1
Scientific Programming School,59,1.0,65,Beginner,3.9
Todd Charron,59,1.5,24,All Levels,3.9
EDUmobile Academy,59,2.5,10,All Levels,4.3
Yohann Taieb,59,2.5,36,Intermediate,2.5
Sandeep Soni,58,10.0,36,Beginner,4.1
Jerzy Balcerzak,58,3.0,19,Intermediate,4.5
Max Nelson,58,4.0,44,All Levels,4.0
Manifold AI Learning  ,58,10.0,109,Intermediate,4.3
Patrick God,58,9.0,83,Intermediate,4.3
John Bura,58,2.0,34,All Levels,4.2
EDUmobile Academy,58,15.0,115,All Levels,4.2
Tim Buchalka s Learn Programming Academy  Stephen Chesnowitz,58,25.5,212,Beginner,3.4
Thangu Thangeswari  N,58,2.0,13,Beginner,4.6
Paul Carlo Tordecilla,58,3.5,76,All Levels,3.9
Code Pro,58,2.5,32,Beginner,4.3
Pronoy Kumar,58,40.0,5,All Levels,1.5
Geek Cafe,58,2.5,26,Intermediate,3.5
Raffi Sarkissian   SQL   PostgreSQL   Metabase,60,5.5,54,Beginner,4.5
Mahmoud Ramadan,58,2.5,40,Intermediate,3.4
Brian Advent,58,1.5,24,Intermediate,4.6
Raja Biswas  Charger Games,58,2.5,49,Beginner,4.1
Asif Khawaja  PhD,60,13.5,74,Intermediate,4.6
Filip Jerga  Eincode by Filip Jerga,59,28.0,211,All Levels,4.5
Marc Lamberti,58,9.5,93,All Levels,4.7
Spatial eLearning  Alemayehu Midekisa,58,1.5,13,All Levels,4.0
Star Academy,58,10.0,107,All Levels,4.3
Abdul Motin,58,32.0,5,All Levels,4.2
Armin Sarajlic  Sanida Fatic,58,8.0,66,All Levels,3.9
Luke s Programming School,58,3.0,21,All Levels,4.1
Tolga Koca,58,3.5,61,Beginner,4.4
FutureX Skill,58,3.5,47,All Levels,4.2
Infinite Skills,58,2.0,23,Intermediate,3.8
Laurence Svekis,58,2.5,37,Beginner,4.1
Nick Kotenberg,58,26.5,162,All Levels,3.9
Israel Gbati,58,8.5,59,All Levels,3.6
Alexander Oni  Lab,58,5.5,66,All Levels,4.7
Frahaan Hussain,58,3.5,13,Beginner,3.2
Israel Gbati,58,8.5,59,All Levels,3.6
Alexander Oni  Lab,58,5.5,66,All Levels,4.7
Programming Knowledge,58,5.0,30,Beginner,4.3
Gurmeet Singh Dang,58,1.0,6,Beginner,3.2
Victor Bastos,59,13.5,115,Beginner,4.4
Bharat Khiani,58,5.0,48,Beginner,4.2
Jason Cromer,58,2.5,15,Beginner,4.0
Edouard Renard,58,6.5,46,Intermediate,4.7
Eduonix Learning Solutions  Eduonix Tech  ,58,4.0,26,Beginner,4.3
Patrick Ford,58,3.5,24,Beginner,4.6
Akhil Sarikonda,58,2.0,30,Beginner,3.8
Aseef Ahmed,58,3.0,36,Beginner,3.9
Taurius Litvinavicius,58,3.0,13,Expert,3.0
Stephan Dowless,58,13.5,56,Beginner,4.5
MD  Hasanur Rahaman Hasib,58,30.0,5,All Levels,3.6
Vinay Phadnis,58,5.0,41,All Levels,4.1
Ankit Mistry  Data Science   Machine Learning Academy,58,4.0,36,Intermediate,4.2
Toshendra Sharma,58,43.0,8,Beginner,2.8
Jason Taylor,58,3.5,82,Beginner,3.9
Mir Imad Ahmed,58,24.5,151,All Levels,3.3
Siddharth Mehta,58,1.0,15,Beginner,3.7
Packt Publishing,58,3.0,26,Expert,3.8
Stone River eLearning,58,2.0,20,All Levels,4.3
Chris Converse,58,1.0,24,All Levels,3.8
Eman Ali Mughal,57,5.5,34,Intermediate,3.9
John Mark Osborne,57,8.0,75,Intermediate,4.7
Testing World,57,5.0,45,Intermediate,4.6
Eddie Makes,57,3.5,47,Beginner,3.9
Maya Bielik,57,1.5,25,All Levels,4.3
Eincode by Filip Jerga  Filip Jerga,57,15.0,112,All Levels,4.5
Anand Mahajan,57,9.0,80,Beginner,4.2
Ampofo Amoh   Gyebi,57,2.0,46,All Levels,3.2
Danial Pervaiz,57,4.0,27,All Levels,4.8
Debasis Jena,57,21.0,35,All Levels,4.2
Balaji Sridharan,57,3.0,24,Intermediate,3.8
John Mannelly,57,6.0,63,Beginner,4.4
Chris Worfolk,57,1.5,32,Beginner,4.3
Packt Publishing,57,8.5,71,Expert,3.7
Vivian Aranha,57,4.5,58,All Levels,3.9
Coder Vox,57,6.0,61,All Levels,4.0
Scott Wilson,57,6.0,41,Beginner,4.2
Suresh Kumar Srivastava,57,5.5,90,All Levels,3.0
Packt Publishing,57,4.0,39,Beginner,3.4
Sanjay Sathe,57,7.0,94,All Levels,3.6
Goeduhub Technologies,57,27.5,124,All Levels,3.5
Dee Aliyu Odumosu,57,5.5,78,All Levels,4.3
Testing World,57,9.0,69,Intermediate,4.1
Ernest Jones,57,7.5,114,Beginner,4.7
Vikas Kumar Jha  Poonam Jha,57,2.5,16,Beginner,4.3
Nastaran Reza Nazar Zadeh,57,4.0,50,All Levels,4.3
Stefanos Arapakis,57,3.5,34,Beginner,4.1
Stone River eLearning,57,3.0,21,Beginner,4.6
Jake Johnson,57,3.0,29,All Levels,4.2
Packt Publishing,57,4.5,40,All Levels,3.4
Packt Publishing,57,7.0,59,Beginner,4.0
Luke s Programming School,57,2.0,26,All Levels,3.9
Swift Starter Kit,57,7.0,102,Beginner,4.7
Guha Rajan M   B Engg  MBA  PMP,57,5.0,49,Beginner,3.7
Toufiq Elahy,57,1.5,30,Intermediate,4.0
Nevyan Neykov,57,4.5,38,All Levels,4.7
Packt Publishing,57,4.0,41,Intermediate,4.5
University Code,57,5.0,60,All Levels,4.2
Kalob Taulien,57,9.5,94,All Levels,4.5
Ireneusz Erik Owsiak,57,1.0,15,Beginner,3.7
Ireneusz Erik Owsiak,57,1.0,15,Beginner,3.7
Timothy Kenny  Kenny Media,57,15.0,81,Beginner,4.0
A O,58,9.5,89,Beginner,4.7
Guha Rajan M   B Engg  MBA  PMP,57,4.0,38,Beginner,3.9
Yohann Taieb,57,1.0,20,All Levels,3.8
Pronoy Kumar  Shahidul Islam,57,38.0,5,All Levels,3.2
Mammoth Interactive  John Bura,57,7.0,19,Intermediate,4.0
Alexandr Tyurin,57,3.0,36,All Levels,4.0
Ankit Mistry  Vijay Gadhave  Data Science   Machine Learning Academy,57,18.5,164,All Levels,4.1
One Month,56,8.0,80,Beginner,4.1
Stone River eLearning,56,10.0,136,All Levels,4.4
Collmission Learning Venture,56,4.5,67,Beginner,4.0
novfrost tech,56,5.0,81,All Levels,4.2
